altersklasse_covid19,geoRegion,datum,entries,sumTotal,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_28d,timeframe_14d
Unbekannt,AG,202120,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-20,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,AI,202120,0,0,NA,NA,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-20,0,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,AR,202120,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-20,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,BE,202120,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-20,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,BL,202120,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-20,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,BS,202120,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-20,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,FL,202120,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-20,0,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,FR,202120,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-20,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,GE,202120,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-20,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,GL,202120,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-20,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,GR,202120,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-20,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,JU,202120,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-20,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,LU,202120,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-20,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,NE,202120,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-20,0,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,NW,202120,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-20,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,OW,202120,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-20,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,SG,202120,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-20,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,SH,202120,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-20,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,SO,202120,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-20,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,SZ,202120,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-20,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,TG,202120,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-20,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,TI,202120,0,1,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-20,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,UR,202120,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-20,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,VD,202120,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-20,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,VS,202120,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-20,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,ZG,202120,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-20,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Unbekannt,ZH,202120,0,0,0,0,NA,NA,NA,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-20,0,NA,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,AG,202121,0,51,0,0,71486,0,71.34,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,-1,-1.4,-100,-11.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,AI,202121,0,1,NA,NA,1763,0,56.72,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,AR,202121,0,3,NA,NA,5944,0,50.47,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,BE,202121,1,23,0.062,6.2,101287,0.99,22.71,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,0,2.8,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,BL,202121,0,16,0,0,27527,0,58.12,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,BS,202121,0,7,0,0,18565,0,37.71,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,FL,202121,0,1,NA,NA,4056,0,24.65,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,FR,202121,1,8,0.2,20,35588,2.81,22.48,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,1,2.81,NA,20,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,GE,202121,0,8,0,0,52912,0,15.12,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,GL,202121,0,0,0,0,3943,0,0,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,GR,202121,0,11,0,0,17435,0,63.09,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,JU,202121,0,3,NA,NA,7259,0,41.33,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,LU,202121,0,7,0,0,43077,0,16.25,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,NE,202121,0,3,NA,NA,17682,0,16.97,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,NW,202121,0,0,0,0,3889,0,0,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,OW,202121,0,0,0,0,3806,0,0,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,SG,202121,0,25,0,0,52827,0,47.32,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,SH,202121,0,0,NA,NA,7782,0,0,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,SO,202121,0,12,0,0,26649,0,45.03,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,-1,-3.75,-100,-5.6000000000000005,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,SZ,202121,0,5,0,0,15589,0,32.07,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,TG,202121,0,13,0,0,29232,0,44.47,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,-1,-3.42,-100,-10,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,TI,202121,0,6,0,0,29500,0,20.34,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,UR,202121,0,1,0,0,3563,0,28.07,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,VD,202121,0,29,0,0,86781,0,33.42,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,-1,-1.15,-100,-12.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,VS,202121,0,3,0,0,33397,0,8.98,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,ZG,202121,0,2,0,0,13206,0,15.14,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0 - 9,ZH,202121,0,80,0,0,162354,0,49.28,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,AG,202121,0,12,0,0,67323,0,17.82,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,AI,202121,0,0,NA,NA,1642,0,0,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,AR,202121,0,0,NA,NA,5254,0,0,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,BE,202121,0,21,0,0,96454,0,21.77,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,BL,202121,0,1,0,0,27931,0,3.58,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,BS,202121,0,4,0,0,15404,0,25.97,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,FL,202121,0,0,NA,NA,3920,0,0,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,FR,202121,0,3,0,0,35792,0,8.38,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,GE,202121,0,11,0,0,53165,0,20.69,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,GL,202121,0,1,0,0,3848,0,25.99,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,-1,-25.99,-100,-50,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,GR,202121,0,4,0,0,17946,0,22.29,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,JU,202121,0,4,NA,NA,8058,0,49.64,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,LU,202121,0,7,0,0,40737,0,17.18,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,NE,202121,0,1,NA,NA,19307,0,5.18,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,NW,202121,0,2,0,0,3909,0,51.16,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,-1,-25.58,-100,-50,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,OW,202121,0,0,0,0,3784,0,0,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,SG,202121,0,6,0,0,51757,0,11.59,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,-1,-1.93,-100,-6.2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,SH,202121,0,1,NA,NA,7621,0,13.12,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,SO,202121,0,6,0,0,25703,0,23.34,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,SZ,202121,0,2,0,0,15355,0,13.03,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,TG,202121,0,5,0,0,27381,0,18.26,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,-1,-3.65,-100,-10,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,TI,202121,0,6,0,0,33625,0,17.84,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,UR,202121,0,0,0,0,3794,0,0,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,VD,202121,1,26,0.143,14.299999999999999,89543,1.12,29.04,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,1,1.12,NA,14.299999999999999,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,VS,202121,0,4,0,0,34386,0,11.63,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,ZG,202121,0,2,0,0,12695,0,15.75,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10 - 19,ZH,202121,0,33,0,0,141741,0,23.28,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
20 - 29,AG,202121,0,41,0,0,81244,0,50.47,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
20 - 29,AI,202121,0,0,NA,NA,2104,0,0,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
20 - 29,AR,202121,0,2,NA,NA,6318,0,31.66,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
20 - 29,BE,202121,0,33,0,0,119810,0,27.54,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,-1,-0.83,-100,-3.4000000000000004,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
20 - 29,BL,202121,0,20,0,0,30548,0,65.47,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,-1,-3.27,-100,-16.7,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
20 - 29,BS,202121,0,8,0,0,23685,0,33.78,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
20 - 29,FL,202121,0,1,NA,NA,4509,0,22.18,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
20 - 29,FR,202121,0,19,0,0,42682,0,44.52,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,-1,-2.34,-100,-9.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
20 - 29,GE,202121,1,31,0.125,12.5,65068,1.54,47.64,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,1,1.54,NA,12.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
20 - 29,GL,202121,0,6,0,0,4836,0,124.07,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
20 - 29,GR,202121,1,13,0.5,50,22953,4.36,56.64,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,1,4.36,NA,50,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
20 - 29,JU,202121,0,1,NA,NA,9124,0,10.96,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
20 - 29,LU,202121,0,9,0,0,54054,0,16.65,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
20 - 29,NE,202121,0,10,NA,NA,22089,0,45.27,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
20 - 29,NW,202121,0,3,0,0,4884,0,61.43,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
20 - 29,OW,202121,0,3,0,0,4413,0,67.98,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
20 - 29,SG,202121,2,20,0.167,16.7,66380,3.01,30.13,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,2,3.01,NA,16.7,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
20 - 29,SH,202121,0,3,NA,NA,9517,0,31.52,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
20 - 29,SO,202121,0,21,0,0,32516,0,64.58,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
20 - 29,SZ,202121,0,6,0,0,18585,0,32.28,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,-1,-5.38,-100,-11.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
20 - 29,TG,202121,0,19,0,0,33911,0,56.03,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
20 - 29,TI,202121,0,28,0,0,37195,0,75.28,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
20 - 29,UR,202121,0,3,0,0,4458,0,67.29,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
20 - 29,VD,202121,0,72,0,0,105425,0,68.29,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
20 - 29,VS,202121,0,19,0,0,42868,0,44.32,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
20 - 29,ZG,202121,0,9,0,0,13426,0,67.03,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
20 - 29,ZH,202121,1,98,0.045,4.5,187257,0.53,52.33,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,1,0.53,NA,4.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
30 - 39,AG,202121,2,67,0.2,20,97368,2.05,68.81,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,2,2.05,NA,20,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
30 - 39,AI,202121,0,1,NA,NA,2008,0,49.8,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
30 - 39,AR,202121,0,2,NA,NA,7132,0,28.04,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
30 - 39,BE,202121,1,76,0.062,6.2,141448,0.71,53.73,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,1,0.71,NA,6.2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
30 - 39,BL,202121,0,21,0,0,35374,0,59.37,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,-1,-2.83,-100,-16.7,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
30 - 39,BS,202121,0,26,0,0,33539,0,77.52,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,-1,-2.98,-100,-12.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
30 - 39,FL,202121,0,6,NA,NA,4967,0,120.8,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
30 - 39,FR,202121,0,30,0,0,44690,0,67.13,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,-2,-4.48,-100,-18.2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
30 - 39,GE,202121,0,55,0,0,76120,0,72.25,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,-1,-1.31,-100,-5.8999999999999995,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
30 - 39,GL,202121,0,4,0,0,5559,0,71.96,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
30 - 39,GR,202121,0,20,0,0,25696,0,77.83,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
30 - 39,JU,202121,0,3,NA,NA,8640,0,34.72,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
30 - 39,LU,202121,2,22,0.154,15.4,59014,3.39,37.28,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
30 - 39,NE,202121,0,6,NA,NA,22946,0,26.15,COVID19Hosp,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2021-21,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
