altersklasse_covid19,geoRegion,datum,entries,sumTotal,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_28d,timeframe_14d
10 - 19,CH,202021,0,0,0,0,844155,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-21,0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
20 - 29,CH,202021,0,0,0,0,1045350,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-21,0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
30 - 39,CH,202021,0,5,0,0,1229176,0,0.41,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-21,0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
40 - 49,CH,202021,0,5,0,0,1198325,0,0.42,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-21,0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
50 - 59,CH,202021,3,42,0.214,21.4,1292837,0.23,3.25,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-21,3,0.23,NA,21.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
60 - 69,CH,202021,0,125,0,0,947959,0,13.19,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-21,-4,-0.42,-100,-22.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70 - 79,CH,202021,2,353,0.143,14.299999999999999,721518,0.28,48.92,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-21,-2,-0.27,-50,-7.9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
80+,CH,202021,9,1189,0.643,64.3,453670,1.98,262.08,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-21,-1,-0.22,-10,8.699999999999989,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Unbekannt,CH,202021,0,0,0,0,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-21,0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
0 - 9,CH,202022,1,1,0.25,25,873043,0.11,0.11,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-22,1,0.11,NA,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10 - 19,CH,202022,0,0,0,0,844155,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-22,0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
20 - 29,CH,202022,0,0,0,0,1045350,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-22,0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
30 - 39,CH,202022,0,5,0,0,1229176,0,0.41,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-22,0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
40 - 49,CH,202022,0,5,0,0,1198325,0,0.42,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-22,0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
50 - 59,CH,202022,0,42,0,0,1292837,0,3.25,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-22,-3,-0.23,-100,-21.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
60 - 69,CH,202022,1,126,0.25,25,947959,0.11,13.29,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-22,1,0.11,NA,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70 - 79,CH,202022,0,353,0,0,721518,0,48.92,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-22,-2,-0.28,-100,-14.299999999999999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
80+,CH,202022,2,1191,0.5,50,453670,0.44,262.53,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-22,-7,-1.54,-77.8,-14.299999999999997,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Unbekannt,CH,202022,0,0,0,0,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-22,0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
0 - 9,CH,202023,0,1,0,0,873043,0,0.11,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-23,-1,-0.11,-100,-25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10 - 19,CH,202023,0,0,0,0,844155,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-23,0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
20 - 29,CH,202023,0,0,0,0,1045350,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-23,0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
30 - 39,CH,202023,0,5,0,0,1229176,0,0.41,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-23,0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
40 - 49,CH,202023,0,5,0,0,1198325,0,0.42,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-23,0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
50 - 59,CH,202023,0,42,0,0,1292837,0,3.25,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-23,0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
60 - 69,CH,202023,0,126,0,0,947959,0,13.29,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-23,-1,-0.11,-100,-25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
70 - 79,CH,202023,0,353,0,0,721518,0,48.92,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-23,0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
80+,CH,202023,1,1192,1,100,453670,0.22,262.75,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-23,-1,-0.22,-50,50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Unbekannt,CH,202023,0,0,0,0,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-23,0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
0 - 9,CH,202024,0,1,0,0,873043,0,0.11,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-24,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
10 - 19,CH,202024,0,0,0,0,844155,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-24,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20 - 29,CH,202024,0,0,0,0,1045350,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-24,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30 - 39,CH,202024,0,5,0,0,1229176,0,0.41,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-24,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
40 - 49,CH,202024,0,5,0,0,1198325,0,0.42,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-24,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50 - 59,CH,202024,1,43,0.25,25,1292837,0.08,3.33,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-24,1,0.08,NA,25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
60 - 69,CH,202024,1,127,0.25,25,947959,0.11,13.4,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-24,1,0.11,NA,25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
70 - 79,CH,202024,1,354,0.25,25,721518,0.14,49.06,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-24,1,0.14,NA,25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
80+,CH,202024,1,1193,0.25,25,453670,0.22,262.97,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-24,0,0,0,-75,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Unbekannt,CH,202024,0,0,0,0,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-24,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0 - 9,CH,202025,0,1,0,0,873043,0,0.11,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-25,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
10 - 19,CH,202025,0,0,0,0,844155,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-25,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20 - 29,CH,202025,0,0,0,0,1045350,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-25,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30 - 39,CH,202025,0,5,0,0,1229176,0,0.41,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-25,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
40 - 49,CH,202025,0,5,0,0,1198325,0,0.42,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-25,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50 - 59,CH,202025,1,44,0.5,50,1292837,0.08,3.4,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-25,0,0,0,25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
60 - 69,CH,202025,0,127,0,0,947959,0,13.4,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-25,-1,-0.11,-100,-25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
70 - 79,CH,202025,0,354,0,0,721518,0,49.06,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-25,-1,-0.14,-100,-25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
80+,CH,202025,1,1194,0.5,50,453670,0.22,263.19,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-25,0,0,0,25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Unbekannt,CH,202025,0,0,0,0,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-25,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0 - 9,CH,202026,0,1,0,0,873043,0,0.11,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
10 - 19,CH,202026,0,0,0,0,844155,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20 - 29,CH,202026,0,0,0,0,1045350,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30 - 39,CH,202026,0,5,0,0,1229176,0,0.41,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
40 - 49,CH,202026,0,5,0,0,1198325,0,0.42,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50 - 59,CH,202026,0,44,0,0,1292837,0,3.4,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,-1,-0.08,-100,-50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
60 - 69,CH,202026,0,127,0,0,947959,0,13.4,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
70 - 79,CH,202026,0,354,0,0,721518,0,49.06,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
80+,CH,202026,1,1195,1,100,453670,0.22,263.41,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,0,50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Unbekannt,CH,202026,0,0,0,0,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0 - 9,CH,202027,0,1,0,0,873043,0,0.11,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-27,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
10 - 19,CH,202027,0,0,0,0,844155,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-27,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20 - 29,CH,202027,0,0,0,0,1045350,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-27,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30 - 39,CH,202027,0,5,0,0,1229176,0,0.41,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-27,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
40 - 49,CH,202027,0,5,0,0,1198325,0,0.42,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-27,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50 - 59,CH,202027,0,44,0,0,1292837,0,3.4,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-27,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
60 - 69,CH,202027,2,129,1,100,947959,0.21,13.61,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-27,2,0.21,NA,100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
70 - 79,CH,202027,0,354,0,0,721518,0,49.06,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-27,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
80+,CH,202027,0,1195,0,0,453670,0,263.41,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-27,-1,-0.22,-100,-100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Unbekannt,CH,202027,0,0,0,0,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-27,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0 - 9,CH,202028,0,1,0,0,873043,0,0.11,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-28,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
10 - 19,CH,202028,0,0,0,0,844155,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-28,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20 - 29,CH,202028,0,0,0,0,1045350,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-28,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30 - 39,CH,202028,0,5,0,0,1229176,0,0.41,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-28,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
40 - 49,CH,202028,0,5,0,0,1198325,0,0.42,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-28,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50 - 59,CH,202028,0,44,0,0,1292837,0,3.4,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-28,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
60 - 69,CH,202028,0,129,0,0,947959,0,13.61,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-28,-2,-0.21,-100,-100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
70 - 79,CH,202028,2,356,0.667,66.7,721518,0.28,49.34,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-28,2,0.28,NA,66.7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
80+,CH,202028,1,1196,0.333,33.300000000000004,453670,0.22,263.63,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-28,1,0.22,NA,33.300000000000004,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Unbekannt,CH,202028,0,0,0,0,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-28,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0 - 9,CH,202029,0,1,0,0,873043,0,0.11,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-29,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
10 - 19,CH,202029,0,0,0,0,844155,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-29,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20 - 29,CH,202029,0,0,0,0,1045350,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-29,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30 - 39,CH,202029,0,5,0,0,1229176,0,0.41,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-29,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
40 - 49,CH,202029,0,5,0,0,1198325,0,0.42,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-29,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50 - 59,CH,202029,0,44,0,0,1292837,0,3.4,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-29,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
60 - 69,CH,202029,0,129,0,0,947959,0,13.61,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-29,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
70 - 79,CH,202029,2,358,0.5,50,721518,0.28,49.62,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-29,0,0,0,-16.700000000000003,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
80+,CH,202029,2,1198,0.5,50,453670,0.44,264.07,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-29,1,0.22,100,16.699999999999996,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Unbekannt,CH,202029,0,0,0,0,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-29,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0 - 9,CH,202030,0,1,0,0,873043,0,0.11,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-30,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
10 - 19,CH,202030,0,0,0,0,844155,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-30,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20 - 29,CH,202030,0,0,0,0,1045350,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-30,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30 - 39,CH,202030,0,5,0,0,1229176,0,0.41,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-30,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
40 - 49,CH,202030,0,5,0,0,1198325,0,0.42,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-30,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50 - 59,CH,202030,0,44,0,0,1292837,0,3.4,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-30,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
60 - 69,CH,202030,3,132,0.6,60,947959,0.32,13.92,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-30,3,0.32,NA,60,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
70 - 79,CH,202030,1,359,0.2,20,721518,0.14,49.76,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-30,-1,-0.14,-50,-30,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
80+,CH,202030,1,1199,0.2,20,453670,0.22,264.29,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-30,-1,-0.22,-50,-30,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Unbekannt,CH,202030,0,0,0,0,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-30,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0 - 9,CH,202031,0,1,0,0,873043,0,0.11,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-31,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
10 - 19,CH,202031,0,0,0,0,844155,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-31,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20 - 29,CH,202031,0,0,0,0,1045350,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-31,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30 - 39,CH,202031,0,5,0,0,1229176,0,0.41,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-31,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
40 - 49,CH,202031,0,5,0,0,1198325,0,0.42,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-31,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50 - 59,CH,202031,0,44,0,0,1292837,0,3.4,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-31,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
60 - 69,CH,202031,0,132,0,0,947959,0,13.92,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-31,-3,-0.32,-100,-60,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
70 - 79,CH,202031,0,359,0,0,721518,0,49.76,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-31,-1,-0.14,-100,-20,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
80+,CH,202031,5,1204,1,100,453670,1.1,265.39,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-31,4,0.88,400,80,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Unbekannt,CH,202031,0,0,0,0,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-31,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0 - 9,CH,202032,0,1,0,0,873043,0,0.11,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-32,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
10 - 19,CH,202032,0,0,0,0,844155,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-32,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20 - 29,CH,202032,0,0,0,0,1045350,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-32,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30 - 39,CH,202032,0,5,0,0,1229176,0,0.41,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-32,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
40 - 49,CH,202032,0,5,0,0,1198325,0,0.42,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-32,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50 - 59,CH,202032,1,45,0.2,20,1292837,0.08,3.48,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-32,1,0.08,NA,20,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
60 - 69,CH,202032,0,132,0,0,947959,0,13.92,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-32,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
70 - 79,CH,202032,3,362,0.6,60,721518,0.42,50.17,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-32,3,0.42,NA,60,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
80+,CH,202032,1,1205,0.2,20,453670,0.22,265.61,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-32,-4,-0.88,-80,-80,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Unbekannt,CH,202032,0,0,0,0,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-32,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0 - 9,CH,202033,0,1,0,0,873043,0,0.11,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-33,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
10 - 19,CH,202033,0,0,0,0,844155,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-33,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20 - 29,CH,202033,0,0,0,0,1045350,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-33,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30 - 39,CH,202033,0,5,0,0,1229176,0,0.41,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-33,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
40 - 49,CH,202033,1,6,0.2,20,1198325,0.08,0.5,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-33,1,0.08,NA,20,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50 - 59,CH,202033,0,45,0,0,1292837,0,3.48,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-33,-1,-0.08,-100,-20,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
